Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26620802,11/04/2013 02:08:00 PM,11/06/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10469,3646 BRONXWOOD AVENUE,BRONXWOOD AVENUE,EAST 214 STREET,EAST 215 STREET,,,ADDRESS,BRONX,,N/A,Closed,,11/06/2013 12:00:00 PM,12 BRONX,BRONX,1023313,259432,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87866871986358,-73.85874253067416,"(40.87866871986358, -73.85874253067416)"
26616622,11/03/2013 10:03:00 PM,11/04/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10470,,,,,EAST 241 STREET,BARNES AVENUE,INTERSECTION,BRONX,,N/A,Closed,,11/04/2013 12:00:00 PM,12 BRONX,BRONX,1026242,268075,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.90237753886842,-73.84809666421872,"(40.90237753886842, -73.84809666421872)"
26613757,11/02/2013 01:04:00 PM,11/04/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10459,959 HOME STREET,HOME STREET,SOUTHERN BOULEVARD,HOE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,11/04/2013 12:00:00 PM,03 BRONX,BRONX,1014298,241175,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82859402516355,-73.89142386998982,"(40.82859402516355, -73.89142386998982)"
26610532,11/02/2013 01:03:00 PM,11/04/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10468,70 WEST FORDHAM ROAD,WEST FORDHAM ROAD,GRAND AVENUE,DR M L KING JR BOULEVARD,,,ADDRESS,BRONX,,N/A,Closed,,11/04/2013 12:00:00 PM,07 BRONX,BRONX,1010754,253609,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86273302680236,-73.90418068325054,"(40.86273302680236, -73.90418068325054)"
26611633,11/02/2013 12:55:00 PM,11/12/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10469,,,,,TENBROECK AVENUE,GUN HILL ROAD,INTERSECTION,BRONX,,N/A,Closed,,11/12/2013 12:00:00 PM,11 BRONX,BRONX,1024999,257367,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.872993316573485,-73.85265828191174,"(40.872993316573485, -73.85265828191174)"
26611659,11/02/2013 04:09:00 AM,11/02/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,WATSON AVENUE,ELDER AVENUE,INTERSECTION,BRONX,,N/A,Closed,,11/02/2013 12:00:00 PM,09 BRONX,BRONX,1017854,240245,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82602862936386,-73.87857921194824,"(40.82602862936386, -73.87857921194824)"
26613766,11/02/2013 03:51:00 AM,11/02/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,1561 WESTCHESTER AVENUE,WESTCHESTER AVENUE,WARD AVENUE,MANOR AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,11/02/2013 12:00:00 PM,09 BRONX,BRONX,1018243,241250,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82878557639689,-73.87716855440662,"(40.82878557639689, -73.87716855440662)"
26610643,11/02/2013 03:45:00 AM,11/02/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,1572 WESTCHESTER AVENUE,WESTCHESTER AVENUE,WARD AVENUE,MANOR AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,11/02/2013 12:00:00 PM,09 BRONX,BRONX,1018361,241284,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82887844164488,-73.87674199694176,"(40.82887844164488, -73.87674199694176)"
26606415,11/01/2013 12:11:00 PM,11/04/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10458,2449 HOFFMAN STREET,HOFFMAN STREET,EAST 188 STREET,EAST 189 STREET,,,ADDRESS,BRONX,,N/A,Closed,,11/04/2013 12:00:00 PM,06 BRONX,BRONX,1015403,251618,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85725315303889,-73.88738252893063,"(40.85725315303889, -73.88738252893063)"
26603185,11/01/2013 10:39:00 AM,11/04/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10456,1342 COLLEGE AVENUE,COLLEGE AVENUE,EAST 169 STREET,EAST 170 STREET,,,ADDRESS,BRONX,,N/A,Closed,,11/04/2013 12:00:00 PM,04 BRONX,BRONX,1008799,243981,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.836312680160965,-73.9112837983931,"(40.836312680160965, -73.9112837983931)"
26604567,11/01/2013 06:51:00 AM,11/06/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10456,250 EAST 164 STREET,EAST 164 STREET,GRANT AVENUE,MORRIS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,11/06/2013 12:00:00 PM,04 BRONX,BRONX,1007035,241204,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82869534468847,-73.91766804379088,"(40.82869534468847, -73.91766804379088)"
26591474,10/30/2013 04:10:00 PM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10458,387 BEDFORD PARK BOULEVARD,BEDFORD PARK BOULEVARD,DECATUR AVENUE,WEBSTER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,07 BRONX,BRONX,1016359,255395,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86761644358325,-73.88390851689547,"(40.86761644358325, -73.88390851689547)"
26591475,10/30/2013 11:30:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10469,983 BURKE AVENUE,BURKE AVENUE,COLDEN AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,12 BRONX,BRONX,1023245,256748,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87130227695611,-73.8590040503773,"(40.87130227695611, -73.8590040503773)"
26591958,10/30/2013 02:25:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,09 BRONX,BRONX,1018209,239723,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.824594531459304,-73.8772991398564,"(40.824594531459304, -73.8772991398564)"
26591961,10/30/2013 02:18:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,1030 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,09 BRONX,BRONX,1018187,239879,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8250227912721,-73.87737784124917,"(40.8250227912721, -73.87737784124917)"
26595753,10/30/2013 02:14:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,1057 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,09 BRONX,BRONX,1018159,240003,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82536324322324,-73.87747838486375,"(40.82536324322324, -73.87747838486375)"
26587354,10/29/2013 06:32:00 PM,10/30/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10451,155 EAST 149 STREET,EAST 149 STREET,WALTON AVENUE,GRAND CONCOURSE,,,ADDRESS,BRONX,,N/A,Closed,,10/30/2013 12:00:00 PM,04 BRONX,BRONX,1004260,237549,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.818670132522854,-73.92770620129794,"(40.818670132522854, -73.92770620129794)"
26582364,10/29/2013 02:28:00 PM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10473,436 LELAND AVENUE,LELAND AVENUE,PATTERSON AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,09 BRONX,BRONX,1023161,236014,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.814393957668315,-73.85942807875206,"(40.814393957668315, -73.85942807875206)"
26588450,10/29/2013 09:18:00 AM,10/30/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10465,260 QUINCY AVENUE,QUINCY AVENUE,LAWTON AVENUE,MILES AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/30/2013 12:00:00 PM,10 BRONX,BRONX,1034303,236978,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81698375978308,-73.81916881699092,"(40.81698375978308, -73.81916881699092)"
26576476,10/28/2013 12:39:00 PM,10/30/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10461,2700 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ST RAYMONDS AVENUE,WILLIAMSBRIDGE ROAD,,,ADDRESS,BRONX,,N/A,Closed,,10/30/2013 12:00:00 PM,10 BRONX,BRONX,1026923,246329,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84268826916678,-73.84577169710714,"(40.84268826916678, -73.84577169710714)"
26580378,10/28/2013 12:38:00 PM,10/29/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10461,2517 MACLAY AVENUE,MACLAY AVENUE,ST PETERS AVENUE,MONTGOMERY PLACE,,,ADDRESS,BRONX,,N/A,Closed,,10/29/2013 12:00:00 PM,10 BRONX,BRONX,1026167,246073,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8419892460211,-73.84850561890667,"(40.8419892460211, -73.84850561890667)"
26577510,10/28/2013 12:05:00 PM,10/29/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10469,2503 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,MACE AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/29/2013 12:00:00 PM,11 BRONX,BRONX,1023483,253800,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86320986980182,-73.85816076433346,"(40.86320986980182, -73.85816076433346)"
26573702,10/28/2013 08:31:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,EAST 172 STREET,STRATFORD AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,09 BRONX,BRONX,1018546,242290,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83163890412358,-73.87606836877129,"(40.83163890412358, -73.87606836877129)"
26572235,10/27/2013 09:23:00 PM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10466,732 EAST 229 STREET,EAST 229 STREET,WHITE PLAINS ROAD,BARNES AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,12 BRONX,BRONX,1023560,263661,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.89027488994008,-73.85782452354464,"(40.89027488994008, -73.85782452354464)"
26569799,10/27/2013 01:36:00 PM,10/28/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10467,415 EAST 204 STREET,EAST 204 STREET,WEBSTER AVENUE,PEDESTRIAN OVERPASS,,,ADDRESS,BRONX,,N/A,Closed,,10/28/2013 12:00:00 PM,07 BRONX,BRONX,1018405,256552,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.870784372864,-73.87650522714412,"(40.870784372864, -73.87650522714412)"
26567390,10/26/2013 05:42:00 PM,10/28/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10462,662 SAGAMORE STREET,SAGAMORE STREET,UNIONPORT ROAD,BIRCHALL AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/28/2013 12:00:00 PM,11 BRONX,BRONX,1020630,248619,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84900180746414,-73.86850332942113,"(40.84900180746414, -73.86850332942113)"
26560881,10/25/2013 02:22:00 PM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10467,3547 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST 212 STREET,EAST 213 STREET,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,12 BRONX,BRONX,1021385,259430,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87867155328514,-73.86571445797604,"(40.87867155328514, -73.86571445797604)"
26557182,10/25/2013 11:53:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10467,3510 DECATUR AVENUE,DECATUR AVENUE,EAST GUN HILL ROAD,EAST 211 STREET,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,07 BRONX,BRONX,1019537,259574,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87907437035295,-73.87239632556383,"(40.87907437035295, -73.87239632556383)"
26562418,10/25/2013 10:14:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10453,2184 JEROME AVENUE,JEROME AVENUE,CAMERON PLACE,CLINTON PLACE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,05 BRONX,BRONX,1010490,251266,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.856302988209414,-73.90514428826165,"(40.856302988209414, -73.90514428826165)"
26563504,10/25/2013 07:56:00 AM,10/31/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10467,250 EAST GUNHILL ROAD,EAST GUNHILL ROAD,TRYON AVENUE,KINGS COLLEGE PLACE,,,ADDRESS,BRONX,,N/A,Closed,,10/31/2013 12:00:00 PM,07 BRONX,BRONX,1018516,259880,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87991826767398,-73.87608686147225,"(40.87991826767398, -73.87608686147225)"
26539717,10/23/2013 04:32:00 PM,10/24/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,BOYNTON AVENUE,WATSON AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/24/2013 12:00:00 PM,09 BRONX,BRONX,1018110,240290,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82615116376492,-73.87765398540142,"(40.82615116376492, -73.87765398540142)"
26539679,10/23/2013 04:28:00 PM,10/24/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,ELDER AVENUE,WATSON AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/24/2013 12:00:00 PM,09 BRONX,BRONX,1017854,240245,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82602862936386,-73.87857921194824,"(40.82602862936386, -73.87857921194824)"
26532736,10/22/2013 10:37:00 PM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10461,2700 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ST RAYMONDS AVENUE,WILLIAMSBRIDGE ROAD,,,ADDRESS,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,10 BRONX,BRONX,1026923,246329,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84268826916678,-73.84577169710714,"(40.84268826916678, -73.84577169710714)"
26533364,10/22/2013 06:49:00 PM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10464,292 CITY ISLAND AVENUE,CITY ISLAND AVENUE,HAWKINS STREET,FORDHAM STREET,,,ADDRESS,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,10 BRONX,BRONX,1043368,247870,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84682306675504,-73.78632297027663,"(40.84682306675504, -73.78632297027663)"
26528538,10/22/2013 06:48:00 PM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10464,296 CITY ISLAND AVENUE,CITY ISLAND AVENUE,HAWKINS STREET,FORDHAM STREET,,,ADDRESS,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,10 BRONX,BRONX,1043360,247898,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84689997184167,-73.78635163865418,"(40.84689997184167, -73.78635163865418)"
26529385,10/22/2013 06:46:00 PM,10/25/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10464,172 FORDHAM STREET,FORDHAM STREET,BROWN PLACE,MINNIEFORD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/25/2013 12:00:00 PM,10 BRONX,BRONX,1043630,248113,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84748827015833,-73.7853738451664,"(40.84748827015833, -73.7853738451664)"
26531106,10/22/2013 01:53:00 PM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10466,,,,,EAST 228 STREET,BRONXWOOD AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,12 BRONX,BRONX,1024745,262868,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.888092999465734,-73.85354344676428,"(40.888092999465734, -73.85354344676428)"
26529794,10/22/2013 12:49:00 PM,10/25/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10461,1454 EDWARDS AVENUE,EDWARDS AVENUE,ELLISON AVENUE,BALCOM AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/25/2013 12:00:00 PM,10 BRONX,BRONX,1029229,244998,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.839023623720045,-73.83744632185002,"(40.839023623720045, -73.83744632185002)"
26530564,10/22/2013 09:49:00 AM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10469,1075 ALLERTON AVENUE,ALLERTON AVENUE,LURTING AVENUE,LACONIA AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,11 BRONX,BRONX,1023902,254622,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.865464135783874,-73.85664109098124,"(40.865464135783874, -73.85664109098124)"
26526375,10/21/2013 10:46:00 PM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10463,213 WEST 238 STREET,WEST 238 STREET,PUTNAM AVENUE WEST,REVIEW PLACE,,,ADDRESS,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,08 BRONX,BRONX,1012109,261611,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88469186998406,-73.89924871272149,"(40.88469186998406, -73.89924871272149)"
26525341,10/21/2013 04:14:00 PM,10/23/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10461,3289 WESTCHESTER AVENUE,WESTCHESTER AVENUE,BRUCKNER BOULEVARD,BURR AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,10/23/2013 12:00:00 PM,10 BRONX,BRONX,1032014,250072,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85293561099476,-73.8273452405697,"(40.85293561099476, -73.8273452405697)"
26524435,10/21/2013 01:22:00 PM,10/22/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10461,2700 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ST RAYMONDS AVENUE,WILLIAMSBRIDGE ROAD,,,ADDRESS,BRONX,,N/A,Closed,,10/22/2013 12:00:00 PM,10 BRONX,BRONX,1026923,246329,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84268826916678,-73.84577169710714,"(40.84268826916678, -73.84577169710714)"
26527840,10/21/2013 12:53:00 PM,10/22/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,EAST 172 STREET,STRATFORD AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/22/2013 12:00:00 PM,09 BRONX,BRONX,1018546,242290,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83163890412358,-73.87606836877129,"(40.83163890412358, -73.87606836877129)"
26524786,10/21/2013 03:31:00 AM,10/21/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,BOYNTON AVENUE,WATSON AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/21/2013 12:00:00 PM,09 BRONX,BRONX,1018110,240290,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82615116376492,-73.87765398540142,"(40.82615116376492, -73.87765398540142)"
26524780,10/21/2013 03:27:00 AM,10/21/2013 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10472,,,,,WESTCHESTER AVENUE,ELDER AVENUE,INTERSECTION,BRONX,,N/A,Closed,,10/21/2013 12:00:00 PM,09 BRONX,BRONX,1017689,241175,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82858183785002,-73.87917076783573,"(40.82858183785002, -73.87917076783573)"
